,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
13577,03/08/2022,FL,"5,822,055",,,"1,661",459,"73,056",,,52,5,03/08/2022 12:00:00 AM,Not agree,Not agree
13617,02/03/2022,FL,"5,629,832",,,"18,826","5,115","69,198",,,226,21,02/03/2022 12:00:00 AM,Not agree,Not agree
13673,05/05/2021,FL,"2,218,511",,,"4,598","1,259","35,974",,,55,2,05/05/2021 12:00:00 AM,Not agree,Not agree
13691,07/20/2020,FL,"363,146",,,"9,146",75,"6,532",,,199,3,07/20/2020 12:00:00 AM,Not agree,Not agree
13703,01/07/2021,FL,"1,420,386",,,"19,245","4,648","24,409",,,147,9,01/07/2021 12:00:00 AM,Not agree,Not agree
13737,10/11/2022,FL,"7,135,945",,,"1,703",625,"82,041",,,26,5,10/11/2022 12:00:00 AM,Not agree,Not agree
13753,12/14/2020,FL,"1,121,597",,,"9,654","2,899","21,146",,,101,7,12/14/2020 12:00:00 AM,Not agree,Not agree
13755,03/20/2022,FL,"5,835,846",,,677,154,"73,522",,,33,4,03/20/2022 12:00:00 AM,Not agree,Not agree
13783,04/30/2021,FL,"2,198,558",,,"5,405","1,490","35,711",,,56,2,04/30/2021 12:00:00 AM,Not agree,Not agree
13820,02/05/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
13827,05/29/2022,FL,"6,152,246",,,"6,947","1,305","74,909",,,28,3,05/29/2022 12:00:00 AM,Not agree,Not agree
13843,01/22/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
13862,06/27/2020,FL,"138,649",,,"8,339",23,"3,619",,,49,0,06/27/2020 12:00:00 AM,Not agree,Not agree
13865,04/16/2021,FL,"2,123,269",,,"6,302","1,455","34,951",,,49,5,04/16/2021 12:00:00 AM,Not agree,Not agree
13871,02/20/2021,FL,"1,831,876",,,"4,897","1,136","31,458",,,96,6,02/20/2021 12:00:00 AM,Not agree,Not agree
13894,07/24/2022,FL,"6,743,086",,,"7,523","1,669","77,957",,,63,10,07/24/2022 12:00:00 AM,Not agree,Not agree
13924,09/24/2021,FL,"3,562,240",,,"7,235","1,880","57,637",,,229,24,09/24/2021 12:00:00 AM,Not agree,Not agree
13930,06/28/2020,FL,"143,992",,,"5,343",5,"3,675",,,56,0,06/28/2020 12:00:00 AM,Not agree,Not agree
13972,01/17/2022,FL,"5,175,297",,,"32,651","9,177","65,416",,,211,22,01/17/2022 12:00:00 AM,Not agree,Not agree
13976,02/02/2021,FL,"1,710,378",,,"6,830","2,093","29,038",,,142,9,02/02/2021 12:00:00 AM,Not agree,Not agree
13978,03/16/2022,FL,"5,831,565",,,"1,525",410,"73,387",,,36,3,03/16/2022 12:00:00 AM,Not agree,Not agree
13987,09/15/2022,FL,"7,089,169",,,"3,121",909,"81,209",,,35,3,09/15/2022 12:00:00 AM,Not agree,Not agree
14007,09/09/2022,FL,"7,070,343",,,"4,079","1,177","80,963",,,54,8,09/09/2022 12:00:00 AM,Not agree,Not agree
14016,10/10/2021,FL,"3,627,411",,,"1,913",364,"59,959",,,109,3,10/10/2021 12:00:00 AM,Not agree,Not agree
14025,10/13/2022,FL,"7,139,186",,,"1,654",578,"82,061",,,11,2,10/13/2022 12:00:00 AM,Not agree,Not agree
14098,04/26/2022,FL,"5,916,803",,,"4,579","1,158","74,211",,,17,3,04/26/2022 12:00:00 AM,Not agree,Not agree
14118,06/25/2020,FL,"120,747",,,"8,845",63,"3,526",,,51,0,06/25/2020 12:00:00 AM,Not agree,Not agree
14132,12/26/2020,FL,"1,246,677",,,"6,914","1,575","22,542",,,130,6,12/26/2020 12:00:00 AM,Not agree,Not agree
14137,11/30/2020,FL,"987,734",,,"8,694","2,658","19,814",,,73,3,11/30/2020 12:00:00 AM,Not agree,Not agree
14165,05/22/2020,FL,"48,541",,,726,0,"2,332",,,38,0,05/22/2020 12:00:00 AM,Not agree,Not agree
14250,08/10/2021,FL,"2,837,896",,,"24,982","6,840","42,522",,,298,23,08/10/2021 12:00:00 AM,Not agree,Not agree
14302,11/11/2020,FL,"846,628",,,"5,485","1,006","18,423",,,65,4,11/11/2020 12:00:00 AM,Not agree,Not agree
14315,02/16/2022,FL,"5,769,683",,,"6,436","2,224","71,329",,,126,18,02/16/2022 12:00:00 AM,Not agree,Not agree
14357,06/10/2021,FL,"2,304,470",,,"1,947",463,"37,529",,,29,3,06/10/2021 12:00:00 AM,Not agree,Not agree
14435,03/20/2020,FL,531,,,143,0,14,,,2,0,03/20/2020 12:00:00 AM,Not agree,Not agree
14436,05/18/2020,FL,"45,422",,,600,0,"2,180",,,26,0,05/18/2020 12:00:00 AM,Not agree,Not agree
14451,05/23/2021,FL,"2,272,089",,,"1,604",282,"36,846",,,36,2,05/23/2021 12:00:00 AM,Not agree,Not agree
14486,01/26/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
14507,10/14/2020,FL,"729,749",,,"3,294",509,"17,037",,,53,2,10/14/2020 12:00:00 AM,Not agree,Not agree
14578,09/20/2020,FL,"670,702",,,"1,632",51,"15,703",,,63,1,09/20/2020 12:00:00 AM,Not agree,Not agree
14586,03/01/2021,FL,"1,880,886",,,"7,086","1,943","32,264",,,86,8,03/01/2021 12:00:00 AM,Not agree,Not agree
14591,09/29/2021,FL,"3,587,354",,,"5,055","1,176","58,564",,,181,16,09/29/2021 12:00:00 AM,Not agree,Not agree
14615,05/10/2020,FL,"39,579",,,387,0,"1,874",,,36,0,05/10/2020 12:00:00 AM,Not agree,Not agree
14623,09/05/2020,FL,"632,555",,,"2,385",134,"14,567",,,99,4,09/05/2020 12:00:00 AM,Not agree,Not agree
14713,12/23/2020,FL,"1,223,115",,,"12,903","3,631","22,182",,,113,13,12/23/2020 12:00:00 AM,Not agree,Not agree
14724,03/13/2021,FL,"1,938,105",,,"3,755",918,"33,122",,,60,7,03/13/2021 12:00:00 AM,Not agree,Not agree
14766,10/10/2022,FL,"7,134,242",,,"1,626",709,"82,015",,,21,1,10/10/2022 12:00:00 AM,Not agree,Not agree
14772,04/02/2020,FL,"8,848",,,"1,268",0,245,,,35,0,04/02/2020 12:00:00 AM,Not agree,Not agree
14793,07/24/2020,FL,"406,824",,,"11,977",76,"7,396",,,221,3,07/24/2020 12:00:00 AM,Not agree,Not agree
14871,03/30/2022,FL,"5,850,378",,,"2,383",512,"73,781",,,26,3,03/30/2022 12:00:00 AM,Not agree,Not agree
14882,02/26/2022,FL,"5,804,650",,,"1,358",20,"72,387",,,70,3,02/26/2022 12:00:00 AM,Not agree,Not agree
14951,01/22/2022,FL,"5,332,853",,,"8,220","1,231","66,528",,,232,16,01/22/2022 12:00:00 AM,Not agree,Not agree
14964,11/19/2020,FL,"905,344",,,"8,828","1,839","18,935",,,63,2,11/19/2020 12:00:00 AM,Not agree,Not agree
15009,04/09/2022,FL,"5,866,836",,,"1,523",253,"73,958",,,15,5,04/09/2022 12:00:00 AM,Not agree,Not agree
15048,03/30/2021,FL,"2,019,029",,,"5,023","1,444","34,051",,,42,1,03/30/2021 12:00:00 AM,Not agree,Not agree
15079,11/03/2021,FL,"3,677,756",,,"2,006",586,"61,505",,,34,3,11/03/2021 12:00:00 AM,Not agree,Not agree
15083,08/19/2020,FL,"576,632",,,"4,568",236,"12,485",,,177,5,08/19/2020 12:00:00 AM,Not agree,Not agree
15126,01/04/2022,FL,"4,444,805",,,"58,911","16,495","63,458",,,93,8,01/04/2022 12:00:00 AM,Not agree,Not agree
15130,05/16/2020,FL,"44,170",,,"1,136",0,"2,111",,,39,0,05/16/2020 12:00:00 AM,Not agree,Not agree
15137,08/16/2020,FL,"564,236",,,"2,635",29,"11,993",,,140,7,08/16/2020 12:00:00 AM,Not agree,Not agree
15208,03/19/2022,FL,"5,835,169",,,958,164,"73,489",,,32,2,03/19/2022 12:00:00 AM,Not agree,Not agree
15211,01/03/2021,FL,"1,348,978",,,"11,255","3,091","23,758",,,170,22,01/03/2021 12:00:00 AM,Not agree,Not agree
15219,07/11/2021,FL,"2,381,780",,,"4,543",787,"38,427",,,37,2,07/11/2021 12:00:00 AM,Not agree,Not agree
15323,08/31/2022,FL,"7,031,808",,,"6,573","2,066","80,501",,,55,6,08/31/2022 12:00:00 AM,Not agree,Not agree
15381,04/23/2021,FL,"2,163,247",,,"7,329","2,175","35,342",,,58,5,04/23/2021 12:00:00 AM,Not agree,Not agree
15384,08/05/2022,FL,"6,864,038",,,"9,004","2,713","78,779",,,68,15,08/05/2022 12:00:00 AM,Not agree,Not agree
15446,04/02/2022,FL,"5,854,710",,,"1,132",130,"73,833",,,20,2,04/02/2022 12:00:00 AM,Not agree,Not agree
15447,11/22/2021,FL,"3,707,006",,,"1,677",476,"62,115",,,23,1,11/22/2021 12:00:00 AM,Not agree,Not agree
15460,09/04/2021,FL,"3,358,172",,,"17,251","5,314","51,950",,,356,27,09/04/2021 12:00:00 AM,Not agree,Not agree
15470,05/12/2020,FL,"40,978",,,794,0,"1,961",,,40,0,05/12/2020 12:00:00 AM,Not agree,Not agree
15495,07/02/2021,FL,"2,346,443",,,"3,198",788,"38,129",,,40,3,07/02/2021 12:00:00 AM,Not agree,Not agree
15508,11/13/2020,FL,"857,837",,,"4,410","1,161","18,558",,,78,8,11/13/2020 12:00:00 AM,Not agree,Not agree
44565,10/01/2021,FL,"3,597,894",,,"4,609","1,297","58,859",,,149,11,10/01/2021 12:00:00 AM,Not agree,Not agree
44615,01/11/2022,FL,"4,901,504",,,"71,332","18,920","64,294",,,150,19,01/11/2022 12:00:00 AM,Not agree,Not agree
44652,02/24/2021,FL,"1,855,221",,,"6,543","1,705","31,850",,,80,6,02/24/2021 12:00:00 AM,Not agree,Not agree
44689,06/17/2021,FL,"2,315,099",,,"1,898",497,"37,710",,,26,6,06/17/2021 12:00:00 AM,Not agree,Not agree
44692,06/18/2022,FL,"6,365,361",,,"8,702","1,746","75,763",,,40,8,06/18/2022 12:00:00 AM,Not agree,Not agree
44698,11/10/2020,FL,"841,143",,,"5,773","1,499","18,358",,,68,5,11/10/2020 12:00:00 AM,Not agree,Not agree
44706,10/20/2021,FL,"3,652,668",,,"2,483",851,"60,788",,,77,6,10/20/2021 12:00:00 AM,Not agree,Not agree
44716,05/25/2020,FL,"50,568",,,498,0,"2,441",,,36,0,05/25/2020 12:00:00 AM,Not agree,Not agree
44753,11/21/2021,FL,"3,705,329",,,956,169,"62,092",,,21,3,11/21/2021 12:00:00 AM,Not agree,Not agree
44775,05/06/2022,FL,"5,964,613",,,"5,525","1,223","74,392",,,26,4,05/06/2022 12:00:00 AM,Not agree,Not agree
44793,04/24/2021,FL,"2,167,950",,,"4,703","1,200","35,399",,,57,4,04/24/2021 12:00:00 AM,Not agree,Not agree
44804,07/30/2021,FL,"2,618,190",,,"19,961","4,488","39,988",,,150,17,07/30/2021 12:00:00 AM,Not agree,Not agree
44821,07/30/2020,FL,"461,297",,,"8,780",246,"8,692",,,224,4,07/30/2020 12:00:00 AM,Not agree,Not agree
44848,10/30/2020,FL,"786,858",,,"2,537",621,"17,803",,,52,0,10/30/2020 12:00:00 AM,Not agree,Not agree
44874,06/09/2021,FL,"2,302,523",,,"1,934",521,"37,500",,,36,1,06/09/2021 12:00:00 AM,Not agree,Not agree
44885,03/10/2022,FL,"5,824,925",,,"1,328",325,"73,159",,,53,4,03/10/2022 12:00:00 AM,Not agree,Not agree
44893,08/06/2021,FL,"2,756,896",,,"21,808","4,710","41,440",,,251,20,08/06/2021 12:00:00 AM,Not agree,Not agree
44895,05/07/2022,FL,"5,965,751",,,"1,138",36,"74,407",,,15,1,05/07/2022 12:00:00 AM,Not agree,Not agree
44972,06/10/2022,FL,"6,282,218",,,"10,691","2,725","75,363",,,28,2,06/10/2022 12:00:00 AM,Not agree,Not agree
45059,12/18/2020,FL,"1,169,991",,,"11,491","3,255","21,598",,,114,9,12/18/2020 12:00:00 AM,Not agree,Not agree
45086,08/08/2020,FL,"522,039",,,"6,050",81,"10,618",,,162,5,08/08/2020 12:00:00 AM,Not agree,Not agree
45088,07/03/2021,FL,"2,348,910",,,"2,467",530,"38,152",,,23,1,07/03/2021 12:00:00 AM,Not agree,Not agree
45092,01/30/2021,FL,"1,687,576",,,"7,590","2,032","28,581",,,148,13,01/30/2021 12:00:00 AM,Not agree,Not agree
45114,04/07/2020,FL,"14,218",,,"1,004",0,439,,,45,0,04/07/2020 12:00:00 AM,Not agree,Not agree
45116,01/24/2021,FL,"1,625,336",,,"8,560","1,993","27,598",,,167,13,01/24/2021 12:00:00 AM,Not agree,Not agree
45175,03/31/2020,FL,"6,546",,,917,0,180,,,32,0,03/31/2020 12:00:00 AM,Not agree,Not agree
45301,04/25/2021,FL,"2,171,556",,,"3,606",724,"35,443",,,44,4,04/25/2021 12:00:00 AM,Not agree,Not agree
45313,08/20/2022,FL,"6,966,519",,,"4,798","1,194","79,843",,,72,6,08/20/2022 12:00:00 AM,Not agree,Not agree
45336,10/17/2022,FL,"7,144,172",,,"1,684",724,"82,065",,,0,0,10/17/2022 12:00:00 AM,Not agree,Not agree
45477,01/20/2021,FL,"1,581,886",,,"12,693","3,707","26,871",,,177,16,01/20/2021 12:00:00 AM,Not agree,Not agree
45499,03/22/2021,FL,"1,977,695",,,"5,399","1,424","33,655",,,58,2,03/22/2021 12:00:00 AM,Not agree,Not agree
45555,03/08/2020,FL,13,,,1,0,2,,,0,0,03/08/2020 12:00:00 AM,Not agree,Not agree
45560,02/15/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
45618,01/01/2022,FL,"4,295,227",,,"45,482","5,817","63,248",,,65,5,01/01/2022 12:00:00 AM,Not agree,Not agree
45681,03/17/2022,FL,"5,832,953",,,"1,388",424,"73,426",,,39,2,03/17/2022 12:00:00 AM,Not agree,Not agree
45757,08/23/2021,FL,"3,116,478",,,"21,653","6,601","47,159",,,402,40,08/23/2021 12:00:00 AM,Not agree,Not agree
45775,08/18/2020,FL,"572,064",,,"4,069",136,"12,308",,,156,3,08/18/2020 12:00:00 AM,Not agree,Not agree
45796,01/04/2021,FL,"1,364,223",,,"15,245","5,427","23,917",,,159,12,01/04/2021 12:00:00 AM,Not agree,Not agree
45867,12/13/2020,FL,"1,111,943",,,"8,331","2,205","21,045",,,93,11,12/13/2020 12:00:00 AM,Not agree,Not agree
45914,10/03/2021,FL,"3,603,781",,,"2,774",482,"59,136",,,141,10,10/03/2021 12:00:00 AM,Not agree,Not agree
45916,03/03/2022,FL,"5,814,695",,,"1,964",509,"72,756",,,68,8,03/03/2022 12:00:00 AM,Not agree,Not agree
45995,08/03/2022,FL,"6,845,759",,,"11,388","2,979","78,632",,,72,7,08/03/2022 12:00:00 AM,Not agree,Not agree
46092,09/23/2022,FL,"7,108,985",,,"2,366",748,"81,527",,,41,3,09/23/2022 12:00:00 AM,Not agree,Not agree
46095,10/12/2022,FL,"7,137,532",,,"1,587",501,"82,050",,,9,0,10/12/2022 12:00:00 AM,Not agree,Not agree
46231,06/18/2020,FL,"86,234",,,"3,290",11,"3,226",,,31,0,06/18/2020 12:00:00 AM,Not agree,Not agree
46246,11/12/2021,FL,"3,691,790",,,"1,713",596,"61,847",,,36,2,11/12/2021 12:00:00 AM,Not agree,Not agree
46248,09/09/2020,FL,"641,041",,,"2,519",384,"14,931",,,91,3,09/09/2020 12:00:00 AM,Not agree,Not agree
46307,08/21/2020,FL,"585,265",,,"4,083",208,"12,811",,,163,2,08/21/2020 12:00:00 AM,Not agree,Not agree
46315,02/23/2021,FL,"1,848,678",,,"7,066","2,327","31,770",,,102,6,02/23/2021 12:00:00 AM,Not agree,Not agree
46346,04/22/2021,FL,"2,155,918",,,"4,536","1,042","35,284",,,60,3,04/22/2021 12:00:00 AM,Not agree,Not agree
46357,04/29/2020,FL,"32,550",,,510,0,"1,409",,,47,0,04/29/2020 12:00:00 AM,Not agree,Not agree
46397,10/03/2022,FL,"7,123,804",,,"1,739",926,"81,838",,,20,3,10/03/2022 12:00:00 AM,Not agree,Not agree
46403,04/15/2020,FL,"21,687",,,898,0,768,,,40,0,04/15/2020 12:00:00 AM,Not agree,Not agree
46493,07/20/2022,FL,"6,703,867",,,"12,530","3,415","77,682",,,79,13,07/20/2022 12:00:00 AM,Not agree,Not agree
46544,07/05/2020,FL,"202,653",,,"6,277",11,"4,168",,,79,1,07/05/2020 12:00:00 AM,Not agree,Not agree
46547,01/08/2022,FL,"4,733,632",,,"76,660","9,867","63,880",,,120,11,01/08/2022 12:00:00 AM,Not agree,Not agree
46551,08/30/2022,FL,"7,025,235",,,"6,154","2,186","80,446",,,52,5,08/30/2022 12:00:00 AM,Not agree,Not agree
46590,12/12/2021,FL,"3,744,682",,,"2,210",306,"62,602",,,28,3,12/12/2021 12:00:00 AM,Not agree,Not agree
46596,06/27/2022,FL,"6,458,571",,,"11,422","4,050","76,258",,,50,9,06/27/2022 12:00:00 AM,Not agree,Not agree
46617,05/17/2020,FL,"44,822",,,652,0,"2,154",,,43,0,05/17/2020 12:00:00 AM,Not agree,Not agree
46628,02/01/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
46669,01/20/2022,FL,"5,301,987",,,"38,254","8,606","66,062",,,238,23,01/20/2022 12:00:00 AM,Not agree,Not agree
46671,06/10/2020,FL,"67,042",,,"1,673",18,"2,960",,,30,0,06/10/2020 12:00:00 AM,Not agree,Not agree
46673,04/08/2022,FL,"5,865,313",,,"2,093",445,"73,943",,,17,0,04/08/2022 12:00:00 AM,Not agree,Not agree
46698,05/13/2020,FL,"41,769",,,791,0,"1,998",,,37,0,05/13/2020 12:00:00 AM,Not agree,Not agree
46735,12/06/2021,FL,"3,729,687",,,"1,765",523,"62,455",,,27,0,12/06/2021 12:00:00 AM,Not agree,Not agree
46757,02/12/2022,FL,"5,746,710",,,"5,175",716,"70,780",,,175,11,02/12/2022 12:00:00 AM,Not agree,Not agree
46792,02/04/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
46823,11/18/2021,FL,"3,701,457",,,"1,773",532,"62,016",,,24,4,11/18/2021 12:00:00 AM,Not agree,Not agree
46916,11/06/2020,FL,"820,602",,,"4,394",900,"18,139",,,50,2,11/06/2020 12:00:00 AM,Not agree,Not agree
46936,10/29/2020,FL,"784,321",,,"5,443","1,023","17,751",,,50,4,10/29/2020 12:00:00 AM,Not agree,Not agree
46975,06/25/2021,FL,"2,329,274",,,"2,159",477,"37,921",,,28,1,06/25/2021 12:00:00 AM,Not agree,Not agree
46982,05/30/2021,FL,"2,285,756",,,"1,291",223,"37,117",,,34,2,05/30/2021 12:00:00 AM,Not agree,Not agree
46991,05/05/2020,FL,"36,773",,,580,0,"1,683",,,41,0,05/05/2020 12:00:00 AM,Not agree,Not agree
47012,02/27/2022,FL,"5,806,497",,,"1,847",543,"72,471",,,84,5,02/27/2022 12:00:00 AM,Not agree,Not agree
47026,02/18/2021,FL,"1,819,887",,,"6,620","1,657","31,249",,,108,6,02/18/2021 12:00:00 AM,Not agree,Not agree
47140,11/30/2021,FL,"3,718,375",,,"2,156",605,"62,302",,,28,2,11/30/2021 12:00:00 AM,Not agree,Not agree
47149,10/26/2020,FL,"770,632",,,"4,269",832,"17,620",,,41,1,10/26/2020 12:00:00 AM,Not agree,Not agree
47157,02/02/2022,FL,"5,611,006",,,"17,767","4,516","68,972",,,216,22,02/02/2022 12:00:00 AM,Not agree,Not agree
47172,06/21/2021,FL,"2,321,197",,,"1,853",469,"37,817",,,21,3,06/21/2021 12:00:00 AM,Not agree,Not agree
47195,09/11/2021,FL,"3,450,360",,,"16,682","4,274","54,360",,,316,30,09/11/2021 12:00:00 AM,Not agree,Not agree
47246,02/21/2021,FL,"1,835,982",,,"4,106",988,"31,560",,,102,7,02/21/2021 12:00:00 AM,Not agree,Not agree
47259,10/15/2021,FL,"3,641,901",,,"2,688",758,"60,409",,,84,4,10/15/2021 12:00:00 AM,Not agree,Not agree
47269,02/25/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
47270,12/02/2020,FL,"1,008,373",,,"10,707","2,671","19,995",,,92,7,12/02/2020 12:00:00 AM,Not agree,Not agree
47329,01/22/2021,FL,"1,607,410",,,"12,052","3,734","27,266",,,210,21,01/22/2021 12:00:00 AM,Not agree,Not agree
47341,08/05/2020,FL,"500,402",,,"7,490",189,"10,042",,,233,5,08/05/2020 12:00:00 AM,Not agree,Not agree
47353,01/05/2022,FL,"4,510,950",,,"66,145","15,527","63,545",,,87,11,01/05/2022 12:00:00 AM,Not agree,Not agree
47365,10/06/2020,FL,"707,928",,,"2,523",382,"16,622",,,61,3,10/06/2020 12:00:00 AM,Not agree,Not agree
47422,07/27/2021,FL,"2,558,928",,,"17,751","4,518","39,584",,,141,12,07/27/2021 12:00:00 AM,Not agree,Not agree
47509,03/28/2020,FL,"3,897",,,703,0,106,,,12,0,03/28/2020 12:00:00 AM,Not agree,Not agree
47513,09/16/2020,FL,"659,902",,,"3,185",308,"15,444",,,75,1,09/16/2020 12:00:00 AM,Not agree,Not agree
47524,06/12/2022,FL,"6,297,921",,,"7,206","1,213","75,461",,,49,10,06/12/2022 12:00:00 AM,Not agree,Not agree
47556,09/28/2021,FL,"3,582,299",,,"5,994","2,041","58,383",,,190,10,09/28/2021 12:00:00 AM,Not agree,Not agree
47561,03/23/2021,FL,"1,982,896",,,"5,201","1,760","33,700",,,45,3,03/23/2021 12:00:00 AM,Not agree,Not agree
47640,04/06/2022,FL,"5,861,097",,,"1,729",401,"73,906",,,17,1,04/06/2022 12:00:00 AM,Not agree,Not agree
47681,10/15/2022,FL,"7,141,602",,,905,232,"82,064",,,2,0,10/15/2022 12:00:00 AM,Not agree,Not agree
47687,09/06/2020,FL,"634,408",,,"1,853",60,"14,669",,,102,4,09/06/2020 12:00:00 AM,Not agree,Not agree
47726,01/14/2021,FL,"1,517,448",,,"16,409","4,304","25,729",,,214,26,01/14/2021 12:00:00 AM,Not agree,Not agree
47728,01/25/2021,FL,"1,634,845",,,"9,509","2,544","27,765",,,167,11,01/25/2021 12:00:00 AM,Not agree,Not agree
47765,08/11/2022,FL,"6,909,374",,,"7,815","2,185","79,216",,,75,15,08/11/2022 12:00:00 AM,Not agree,Not agree
47805,06/23/2021,FL,"2,325,186",,,"1,952",466,"37,866",,,25,5,06/23/2021 12:00:00 AM,Not agree,Not agree
47823,05/25/2022,FL,"6,114,375",,,"11,396","2,684","74,792",,,23,2,05/25/2022 12:00:00 AM,Not agree,Not agree
47858,07/11/2020,FL,"266,341",,,"15,979",42,"4,909",,,149,0,07/11/2020 12:00:00 AM,Not agree,Not agree
47890,12/06/2020,FL,"1,044,362",,,"7,556","1,614","20,375",,,82,4,12/06/2020 12:00:00 AM,Not agree,Not agree
47929,06/12/2021,FL,"2,307,398",,,"1,373",209,"37,578",,,28,3,06/12/2021 12:00:00 AM,Not agree,Not agree
47943,05/09/2022,FL,"5,979,282",,,"13,424","3,504","74,446",,,15,1,05/09/2022 12:00:00 AM,Not agree,Not agree
47957,09/20/2022,FL,"7,101,194",,,"2,907","1,052","81,419",,,33,3,09/20/2022 12:00:00 AM,Not agree,Not agree
47994,04/01/2022,FL,"5,853,578",,,"1,642",429,"73,813",,,18,1,04/01/2022 12:00:00 AM,Not agree,Not agree
48015,10/01/2020,FL,"697,118",,,"2,667",329,"16,361",,,48,0,10/01/2020 12:00:00 AM,Not agree,Not agree
48144,06/16/2020,FL,"80,240",,,"2,425",6,"3,161",,,43,0,06/16/2020 12:00:00 AM,Not agree,Not agree
48150,07/06/2021,FL,"2,356,591",,,"4,065","1,032","38,256",,,38,5,07/06/2021 12:00:00 AM,Not agree,Not agree
48224,09/10/2022,FL,"7,073,030",,,"2,687",536,"81,011",,,48,7,09/10/2022 12:00:00 AM,Not agree,Not agree
48239,04/04/2021,FL,"2,046,498",,,"3,551",651,"34,330",,,32,1,04/04/2021 12:00:00 AM,Not agree,Not agree
48298,04/19/2022,FL,"5,892,191",,,"3,520",944,"74,117",,,13,1,04/19/2022 12:00:00 AM,Not agree,Not agree
48308,01/28/2022,FL,"5,521,565",,,"22,574","5,034","67,866",,,234,23,01/28/2022 12:00:00 AM,Not agree,Not agree
48309,11/11/2021,FL,"3,690,077",,,"1,545",503,"61,811",,,42,3,11/11/2021 12:00:00 AM,Not agree,Not agree
48310,09/15/2021,FL,"3,488,870",,,"9,444","2,195","55,441",,,256,25,09/15/2021 12:00:00 AM,Not agree,Not agree
48330,04/06/2021,FL,"2,057,970",,,"5,887","1,733","34,421",,,39,4,04/06/2021 12:00:00 AM,Not agree,Not agree
48411,07/14/2020,FL,"296,552",,,"9,916",52,"5,392",,,154,0,07/14/2020 12:00:00 AM,Not agree,Not agree
48423,12/14/2021,FL,"3,752,746",,,"4,708",898,"62,642",,,20,5,12/14/2021 12:00:00 AM,Not agree,Not agree
48426,01/07/2022,FL,"4,656,972",,,"69,499","13,896","63,760",,,102,9,01/07/2022 12:00:00 AM,Not agree,Not agree
48431,10/30/2021,FL,"3,670,710",,,941,248,"61,335",,,46,3,10/30/2021 12:00:00 AM,Not agree,Not agree
48432,01/23/2022,FL,"5,368,544",,,"35,691","8,889","66,741",,,213,23,01/23/2022 12:00:00 AM,Not agree,Not agree
48443,07/28/2020,FL,"442,780",,,"9,131",190,"8,242",,,215,6,07/28/2020 12:00:00 AM,Not agree,Not agree
48455,06/15/2020,FL,"77,815",,,"2,705",3,"3,118",,,31,0,06/15/2020 12:00:00 AM,Not agree,Not agree
48463,03/03/2020,FL,3,,,1,0,0,,,0,0,03/03/2020 12:00:00 AM,Not agree,Not agree
48469,12/24/2021,FL,"3,926,952",,,"27,794","4,007","62,895",,,32,3,12/24/2021 12:00:00 AM,Not agree,Not agree
48485,06/23/2022,FL,"6,419,547",,,"11,823","2,942","76,053",,,60,8,06/23/2022 12:00:00 AM,Not agree,Not agree
48534,06/24/2022,FL,"6,430,644",,,"11,097","2,792","76,114",,,61,8,06/24/2022 12:00:00 AM,Not agree,Not agree
48536,12/10/2021,FL,"3,739,944",,,"2,831",633,"62,545",,,25,1,12/10/2021 12:00:00 AM,Not agree,Not agree
48575,12/21/2021,FL,"3,838,998",,,"20,985","4,113","62,812",,,20,3,12/21/2021 12:00:00 AM,Not agree,Not agree
48603,08/02/2021,FL,"2,666,892",,,"17,525","4,070","40,508",,,193,18,08/02/2021 12:00:00 AM,Not agree,Not agree
48616,10/25/2021,FL,"3,661,522",,,"2,167",668,"61,104",,,47,2,10/25/2021 12:00:00 AM,Not agree,Not agree
48622,01/28/2021,FL,"1,665,300",,,"10,900","3,428","28,288",,,158,10,01/28/2021 12:00:00 AM,Not agree,Not agree
48703,07/07/2022,FL,"6,561,802",,,"14,192","4,096","76,861",,,58,8,07/07/2022 12:00:00 AM,Not agree,Not agree
48795,08/04/2020,FL,"492,912",,,"5,348",200,"9,809",,,245,6,08/04/2020 12:00:00 AM,Not agree,Not agree
48808,06/19/2022,FL,"6,372,150",,,"6,789","1,492","75,818",,,55,5,06/19/2022 12:00:00 AM,Not agree,Not agree
48850,01/26/2021,FL,"1,643,094",,,"8,249","2,610","27,953",,,188,20,01/26/2021 12:00:00 AM,Not agree,Not agree
48857,07/09/2022,FL,"6,582,463",,,"8,648","1,781","76,975",,,52,6,07/09/2022 12:00:00 AM,Not agree,Not agree
48869,02/09/2022,FL,"5,722,856",,,"10,134","2,296","70,250",,,148,16,02/09/2022 12:00:00 AM,Not agree,Not agree
